"Option","Sp","IDplant","Chamber","Timehour","round","Cycle","Time10MIN","Pr","Status","BattV","Flow_mean","PAR_ext","HR_ext","T_ext","VPD_ext","Tc","HRc","PARc","VPDc","WP","E","A","Tleaf","VPDleaf","gtotal","gs","WPgroup","VPDgroup","WUE","vpc"
"3d","fag","fag08",6,2024-08-20 13:00:00,2,13.5,2024-08-20 13:00:00,960.333333333333,1,13.0518333333333,35.1085833333333,1447.24166666666,25.7225,32.2623333333334,36.125749067788,45.643,36.398,1413.7,63.2983358582552,-0.0979931012856695,13.2684940331174,12.0307904846287,42.2382061877455,47.2013679069485,253.261973358417,689.083161168715,"(0, -0.1 MPa)",NA,0.906718611366187,36.2193729700596
"3d","fag","fag08",6,2024-08-20 14:00:00,2,16,2024-08-20 14:00:00,958.263888888889,1,13.01,35.469462962963,1252.03333333333,19.9917777777778,33.4116666666667,41.3794645617759,45.35,34.6766666666667,1227.03333333333,64.0403187840218,-0.0979931012856695,13.1343717617769,11.894400854643,41.5980545317851,46.6608514506871,253.400889711853,697.096557366941,"(0, -0.1 MPa)",NA,0.905593436090915,33.9922549943399
"3d","fag","fag08",6,2024-08-20 15:00:00,2,18.5,2024-08-20 15:00:00,956.333333333333,1,12.9895,35.9613055555556,595.158333333334,17.8923333333333,33.2721666666666,42.1283511694496,41.3105,35.092,823.7,51.9079568022492,-0.0979931012856695,9.96471891096052,12.9186257267257,37.6728267286235,37.7625736768097,238.438285117607,592.834426476367,"(0, -0.1 MPa)","VPD 3-4 kPa",1.29643654197973,27.8765019375529
"3d","fag","fag08",6,2024-08-21 08:00:00,2,60.5,2024-08-21 07:50:00,958.069444444445,1,13.4038333333333,36.8708888888889,779.95,58.0738333333333,23.4080833333334,12.1352105032332,31.915,58.0345,687.45,19.9891277437791,-0.0979931012856695,4.79103812566038,15.8472762067189,30.5394985760705,16.4045180041093,268.549001501589,821.702971491508,"(0, -0.1 MPa)","VPD 1-2 kPa",3.30769152552602,27.5839977218088
"3d","fag","fag08",6,2024-08-21 09:00:00,2,63.5,2024-08-21 09:05:00,958,1,13.326,36.4086944444444,1214.74166666666,49.6939166666667,25.90125,16.9076463218097,38.1575,50.72,1151.2,33.1069878580713,-0.0979931012856695,8.75953870328249,16.3478175467617,36.0736098266862,25.898320846303,307.807542154029,1335.94138005389,"(0, -0.1 MPa)",NA,1.86628749532616,34.0454511196796
"3d","fag","fag08",6,2024-08-21 11:00:00,2,69,2024-08-21 11:20:00,957,1,13.159,34.8221666666667,1635.36666666667,37.6808333333333,29.5045,25.8216438430485,44.335,43.468,1608.7,52.5946869238038,-0.0979931012856695,13.2348184332763,14.0016803017023,41.5430721919614,39.9786612650241,296.80690168686,1143.3548747389,"(0, -0.1 MPa)","VPD 3-4 kPa",1.05794275700057,40.4405620038899
"3d","fag","fag08",6,2024-08-21 12:00:00,2,70.5,2024-08-21 11:50:00,956,1,13.1288333333333,33.1142222222222,1654.11666666666,35.9770833333334,30.2838333333333,27.7410691028051,45.021,42.8935,1624.95,55.0527185220905,-0.0979931012856695,13.1403950188717,12.4915009762216,42.2597706379769,42.1700747368193,278.368117177209,913.686612100261,"(0, -0.1 MPa)",NA,0.950618376257469,41.3424149838079
"3d","fag","fag08",6,2024-08-21 13:00:00,2,73,2024-08-21 12:53:20,954.796296296296,1,13.0452222222222,35.1757407407407,1602.72777777778,32.7276666666667,31.8232777777778,31.8537727275924,46.68,40.7896666666667,1570.36666666667,62.177844024936,-0.0979931012856695,13.6993039787704,11.8753361052859,43.6160021352095,46.9006364490992,261.107853399165,789.921876452934,"(0, -0.1 MPa)",NA,0.866856894604937,42.7939983677635
"3d","fag","fag08",6,2024-08-21 14:00:00,2,75.5,2024-08-21 13:50:00,954,1,12.99,32.56875,1435.36666666666,36.7938333333333,31.4545833333333,29.2750473869697,45.643,42.5765,1394.95,57.1545118544171,-0.0979931012856695,10.0740014550365,12.0034789372143,43.3870011514753,46.2163709691659,193.646439324643,374.625675457198,"(0, -0.1 MPa)",NA,1.19153039542327,42.3675513286373
"3d","fag","fag08",6,2024-08-21 15:00:00,2,78,2024-08-21 14:53:20,953.055555555556,1,12.98,32.6804259259259,723.908333333334,36.8764444444444,31.5700555555555,29.4251040597199,42.3185,44.2005,908.283333333333,47.7548084705241,-0.0979931012856695,6.5394678902936,12.204774299653,40.5319562497979,39.8571615711947,139.105275215794,228.252371391754,"(0, -0.1 MPa)","VPD 3-4 kPa",1.86632528890742,37.0247782446631
"3d","fag","fag08",6,2024-08-22 08:00:00,2,120.5,2024-08-22 07:55:00,952,1,13.3521666666667,37.4870555555555,698.075,58.5971666666667,23.9155833333333,12.3944563574745,32.9445,58.291,663.7,21.3292746981687,-0.0979931012856695,5.13523193868263,15.5066018990004,31.403719325162,17.0096902826838,269.432442484532,951.561306885431,"(0, -0.1 MPa)","VPD 1-2 kPa",3.01964976152145,29.361185069374
"3d","fag","fag08",6,2024-08-22 09:00:00,2,122.5,2024-08-22 08:40:00,951.763888888889,1,13.2903333333334,36.8527777777778,1003.90833333333,53.6330833333333,25.82975,15.5119437977767,37.9855,52.271,921.2,31.9233216254502,-0.0979931012856695,8.24028567538019,16.2867293017166,35.6868311506608,24.0308091686836,309.923847517229,1367.26426216491,"(0, -0.1 MPa)",NA,1.97647629503636,34.7617549996053
"3d","fag","fag08",6,2024-08-22 11:00:00,2,128,2024-08-22 10:53:20,949.801587301587,1,13.0865555555556,34.8082592592592,1463.68015873016,48.5588571428571,30.3514761904762,22.4429124400073,45.35,47.0493333333333,1457.86666666667,52.0151502649214,-0.0979931012856695,13.041176273772,13.7465499962974,42.5236384384785,38.6483970571894,299.04783765924,1189.89680806143,"(0, -0.1 MPa)","VPD 3-4 kPa",1.05408819785252,46.1207229447379
"3d","fag","fag08",6,2024-08-22 12:00:00,2,130.5,2024-08-22 11:55:00,948.75,1,13,32.9344927367696,1633.49166666666,40.148125,32.4795416666667,29.384500874059,47.39175,43.85825,1600.575,61.0796485561922,-0.0979931012856695,12.7618308603977,10.7812411434034,44.7351463546686,47.2819457572646,236.826284025064,578.743723485947,"(0, -0.1 MPa)",NA,0.844803638391696,47.7035927275441
"3d","fag","fag08",6,2024-08-22 13:00:00,2,133,2024-08-22 12:53:20,947.388888888889,1,12.94,34.6518333333334,1579.95,38.2453888888889,33.96275,32.9344565251674,48.811,42.5563333333333,1552.45,67.1075646165651,-0.0979931012856695,12.3463707027824,10.157908369889,46.1496322818905,52.4116553561696,205.478634525502,423.784715723247,"(0, -0.1 MPa)","VPD 5-9 kPa",0.822744482117309,49.7128795694023
"3d","fag","fag08",6,2024-08-22 14:00:00,2,135.5,2024-08-22 13:55:00,946.020833333333,1,12.93,35.4920833333333,1424.325,35.1104166666667,34.7745,36.2071346119234,49.054,41.78875,1389.95,68.8356580556724,-0.0979931012856695,11.8648442956343,9.15105858183363,46.2085296849038,53.0148260669325,194.772515441395,379.300155009451,"(0, -0.1 MPa)","VPD 5-9 kPa",0.771275067233773,49.4130252950924
"3d","fag","fag08",6,2024-08-22 15:00:00,2,138,2024-08-22 14:53:20,945.305555555556,1,12.93,32.9570321948834,673.005555555557,33.0891777777778,35.5915,39.065891992726,45.5643333333333,42.1166666666667,878.7,59.1804475473116,-0.0979931012856695,6.1579227249569,8.43232694808682,44.3299525737829,51.8285385036077,95.9184355671694,146.590716796414,"(0, -0.1 MPa)","VPD 5-9 kPa",1.36934601564781,41.7414947929434
"3d","fag","fag09",2,2024-08-12 09:00:00,1,1.5,2024-08-12 08:55:00,977.107142857143,1,13.0898333333333,35.8326111111111,935.174454365081,47.4381646825397,29.1969469246032,21.4150002610474,38.75775,47.149,929.325,37.3590824419344,-0.0979931012856695,7.70571306895035,14.7800164889789,36.6024482071858,29.46523219987,237.617366973325,553.743897086016,"(0, -0.1 MPa)",NA,1.91805954318932,32.6894744243094
"3d","fag","fag09",2,2024-08-12 10:00:00,1,5.5,2024-08-12 09:52:30,976.532738095238,1,13.0551666666667,34.9683194444444,914.308878968254,53.7785719246032,29.6871349206349,19.4111302964761,38.7255,51.12925,871.2,34.586724206435,-0.0979931012856695,7.29053514920753,15.2060036976409,36.6861810541404,27.1575851719263,242.93574518669,566.186896147937,"(0, -0.1 MPa)",NA,2.0857184536438,35.3876125804113
"3d","fag","fag09",2,2024-08-12 14:00:00,1,22,2024-08-12 13:56:00,951.427083333333,1,12.93,32.0755970947078,1472.17123015873,28.2470333333333,38.0980333333333,48.0372537529951,48.0416,40.6398,1452.95,66.7407367801222,-0.0979931012856695,9.54353284254608,0.100043252668242,46.190323031467,56.667208833089,147.881370952661,221.606270702034,"(0, -0.1 MPa)","VPD 5-9 kPa",0.0104828321250427,45.6758627572448
"3d","fag","fag09",2,2024-08-13 10:00:00,1,104.5,2024-08-13 10:05:00,951.830026455026,1,13.085,36.2468888888889,1141.29920634921,46.7414444444445,29.9960952380952,22.7361888828622,41.7605,46.581,1416.825,43.506156825254,-0.0979931012856695,11.9939416292063,0.468133554493209,39.1531545498736,32.9634231756106,326.588605776979,1199.52838469834,"(0, -0.1 MPa)","VPD 3-4 kPa",0.0390308348135749,37.8916261031351
"3d","fag","fag09",2,2024-08-13 12:00:00,1,111.666666666667,2024-08-13 11:53:20,950.214285714286,1,12.9666666666667,33.1074814814815,1598.95132275132,39.8427830687831,32.586291005291,29.7517548276602,44.3346666666667,45.885,1667.86666666667,50.4117199658504,-0.0979931012856695,12.9235058968402,0.179056221429316,41.8636521720105,39.1460749818023,293.774235265487,860.446603080515,"(0, -0.1 MPa)","VPD 3-4 kPa",0.0138550810328561,42.6884886869013
"3d","fag","fag09",2,2024-08-13 13:00:00,1,115.5,2024-08-13 12:50:00,948.881324404762,1,12.93,32.5937222222222,1630.54151785714,34.9765783730159,34.0378908730159,34.831309128933,45.4715,44.05375,1624.0125,55.1935037456832,-0.0979931012856695,11.9077101215697,1.02221779087008,43.1643230442926,44.1107433536806,239.290787555067,524.107251409271,"(0, -0.1 MPa)",NA,0.0858450348920092,43.4541421730774
"3d","fag","fag09",2,2024-08-13 14:00:00,1,119.5,2024-08-13 13:50:00,947.888020833333,1,12.93,32.1593297017181,1564.7974702381,31.1298244047619,35.5797574404762,40.1968035712658,47.06975,42.68625,1534.6375,61.3786725714477,-0.0979931012856695,12.0272408410408,0.123227194400102,44.5452521580289,48.3833413371081,218.576763829261,432.91133908851,"(0, -0.1 MPa)",NA,0.010245674467548,45.6782805444358
"3d","fag","fag09",2,2024-08-13 15:00:00,1,123.5,2024-08-13 14:50:00,947.066550925926,1,12.93,32.9693333333333,981.617906746032,33.7021592261905,34.9762425595238,37.4948283959988,42.86575,44.4385,915.8875,48.7580237913079,-0.0979931012856695,5.27353606882372,0.191673355053829,42.4698069827951,46.2366266116806,100.999451590224,172.302196363167,"(0, -0.1 MPa)",NA,0.0363462679599312,38.3054492941095
"3d","fag","fag09",2,2024-08-14 10:00:00,1,143,2024-08-14 09:46:40,977,1,12.8021111111111,36.2126851851852,759.539947089947,75.5609900793651,22.0943829365079,6.54664310662938,27.003,71.0706666666667,715.783333333333,10.4498193536809,-0.0979931012856695,2.76119645461935,17.9461682373611,27.1359933489583,10.7509188268623,255.765904304286,695.515246916325,"(0, -0.1 MPa)","VPD 1-2 kPa",6.49941738384389,25.4516553992176
"3d","fag","fag09",2,2024-08-14 11:00:00,1,147.5,2024-08-14 10:50:00,976.634920634921,1,12.8283333333333,34.5683194444444,1332.01845238095,62.1900907738096,25.2904102182539,12.294727206621,34.0655,54.597,1274.0125,24.8336720354899,-0.0979931012856695,4.89403531081878,15.1470512899896,34.3858499644963,25.7835753259736,178.220343561259,303.085002936944,"(0, -0.1 MPa)",NA,3.09500245257843,29.2795124715505
"3d","fag","fag09",2,2024-08-14 12:00:00,1,151.5,2024-08-14 11:50:00,975.916666666667,1,12.86925,33.8609027777778,1467.81334325397,55.2480714285714,26.6158864087301,15.6821953632964,34.90725,52.729,1612.45,26.6309244580102,-0.0979931012856695,5.54013187737702,14.3877315188465,35.8608492675752,29.6742854009872,176.267555753417,299.885403597963,"(0, -0.1 MPa)",NA,2.59700163052046,29.6304528062332
"3d","fag","fag09",2,2024-08-14 13:00:00,1,155.5,2024-08-14 12:50:00,975.027777777778,1,12.88775,34.6381666666667,769.46884920635,53.883845734127,25.9315873015873,15.5104898775143,30.907,52.387,714.95,21.5690797012368,-0.0979931012856695,2.426101388176,9.98909149895974,31.4250364554017,22.9124110645652,102.392882781719,135.565877768301,"(0, -0.1 MPa)",NA,4.11734297158527,23.514293904972
"3d","fag","fag09",2,2024-08-14 14:00:00,1,159.5,2024-08-14 13:47:30,975.206018518518,1,12.9199166666667,35.3214722222222,1318.00431547619,49.0997643849206,26.5557906746032,17.7844951780561,32.344,48.492,1210.8875,25.6452708999884,-0.0979931012856695,3.28985677065031,9.83647900108538,34.0417917755243,30.6390245996979,97.5090340542256,125.508591879014,"(0, -0.1 MPa)","VPD 3-4 kPa",2.98994141290261,23.6138049644753
"3d","fag","fag09",2,2024-08-14 15:00:00,1,164,2024-08-14 14:54:00,975.6,1,12.9204666666667,36.4759111111111,995.554166666666,48.2040373015873,26.5642472222222,18.0856433646448,31.2501,48.1074,733.2,24.1777384652572,-0.0979931012856695,2.63225714831421,8.48215884872022,31.5890836214412,25.326219461767,94.3328843790729,120.301611293364,"(0, -0.1 MPa)",NA,3.2223898999201,22.0193205518209
"3d","fag","fag09",2,2024-08-15 08:00:00,1,233.5,2024-08-15 07:55:00,979.735367063492,1,12.9233333333333,37.4149166666667,940.222817460318,57.7188387896825,21.4064538690476,10.8444185009721,29.35175,54.14525,812.1375,18.8914112839175,-0.0979931012856695,4.65941131876994,15.9424171317739,28.3696732759034,16.6190606745732,267.438303736893,713.983705654906,"(0, -0.1 MPa)","VPD 1-2 kPa",3.42155178864584,22.2299862402639
"3d","fag","fag09",2,2024-08-15 09:00:00,1,237.5,2024-08-15 08:55:00,979.67117228836,1,12.9239166666667,36.7207083333333,1259.79499007936,52.639996031746,23.027755952381,13.4059079459545,31.75425,49.756,1107.1375,23.7036937338341,-0.0979931012856695,5.47418856984246,16.4416790285582,31.0944528220497,21.9439621433254,236.54892497456,520.071144937908,"(0, -0.1 MPa)",NA,3.00349153464243,23.4349475619458
"3d","fag","fag09",2,2024-08-15 10:00:00,1,241.5,2024-08-15 09:55:00,979.918650793651,1,12.92075,34.6360277777778,1228.29077380953,48.3145654761905,24.4676537698413,15.9342899678785,34.02775,47.66775,1120.2625,28.0344790046631,-0.0979931012856695,6.62770467098337,17.3133564761831,32.7452581839151,24.3118965160521,260.273127785083,711.656373565805,"(0, -0.1 MPa)",NA,2.61227036140919,25.5097758476635
"3d","fag","fag09",2,2024-08-15 11:00:00,1,245.333333333333,2024-08-15 10:46:40,979.308641975309,1,12.9207777777778,33.3191618245131,1417.29788359788,44.8663544973545,25.588126984127,18.183363139781,35.1113333333333,49.4708333333333,1557.03333333333,28.8058633296795,-0.0979931012856695,8.21341361098421,18.8886143650464,34.1070619733683,25.6580469783804,298.295417807312,977.962416948866,"(0, -0.1 MPa)",NA,2.29972764792774,28.1150755156563
"3d","fag","fag09",2,2024-08-15 12:00:00,1,249.333333333333,2024-08-15 11:46:40,978.574074074074,1,12.9203333333333,33.2346666666666,1729.95,42.1304675925926,27.4308333333333,21.2607500363753,38.429,47.2933333333333,1705.78333333333,35.9455731325889,-0.0979931012856695,10.6321483078904,18.3426212166093,36.7116511938597,29.8580922643292,331.436450737219,1271.95808948433,"(0, -0.1 MPa)",NA,1.72520366396665,32.2140191388697
"3d","fag","fag09",2,2024-08-15 13:00:00,1,253.5,2024-08-15 12:50:00,978,1,12.92425,32.2934166666667,1695.69652777778,39.9918621031746,28.6404161706349,23.6521887820772,39.42275,43.91925,1679.95,40.2953721906078,-0.0979931012856695,9.70067018066642,16.5142405681814,37.9584646553753,34.8536952064396,259.602355417132,631.211200277502,"(0, -0.1 MPa)","VPD 3-4 kPa",1.70238140877056,31.556622540058
"3d","fag","fag09",2,2024-08-15 14:00:00,1,258.25,2024-08-15 13:57:30,977.256944444445,1,12.9298333333333,33.06575,1528.18908730159,37.5297777777778,29.2940054563492,25.571574162336,39.3265,42.39925,1474.0125,41.1768083544243,-0.0979931012856695,9.29803514283493,17.2770432102042,37.5833901620346,34.7794685587881,251.69409747836,632.870376159217,"(0, -0.1 MPa)","VPD 3-4 kPa",1.85813916002651,30.3078392851875
"3d","fag","fag09",2,2024-08-16 08:00:00,1,331.333333333333,2024-08-16 07:53:20,979.956790123457,1,13.42,38.6106481481481,925.262500000002,59.4847916666667,21.2786296296296,10.3117828913032,30.3923333333333,54.286,793.7,19.9884286855901,-0.0979931012856695,5.67973262894231,19.2440405081641,28.8356448636073,16.2618062422481,332.407085943518,1297.71378178745,"(0, -0.1 MPa)","VPD 1-2 kPa",3.38819479108962,23.6608103141329
"3d","fag","fag09",2,2024-08-16 09:00:00,1,335,2024-08-16 08:50:00,979.28125,1,13.3683333333333,38.4090555555556,1246.5125,55.978625,22.86375,12.3171508915164,34.082,50.281,1153.7,26.6880263289059,-0.0979931012856695,7.52646350425219,21.1815663589825,32.475813361574,22.0697912843554,320.996868642051,1127.20732158736,"(0, -0.1 MPa)",NA,2.81427875748227,26.9896951234683
"3d","fag","fag09",2,2024-08-16 10:00:00,1,339,2024-08-16 09:40:00,979,1,13.3,38.1246666666667,1392.1375,53.73325,24.1185,13.9620415906007,36.055,48.742,1213.7,30.6845170731796,-0.0979931012856695,8.57290161159394,21.4120692354266,34.1449290377009,24.6877173402801,325.542641807007,1185.32951295386,"(0, -0.1 MPa)",NA,2.49764551204799,29.1783669121098
"3d","fag","fag09",2,2024-08-16 13:00:00,1,351.5,2024-08-16 12:50:00,977,1,13.0986666666666,32.5261871812141,1698.25357142857,44.7219375,29.82225,23.3277318969861,42.1895,46.801,1691.2,44.2637336154613,-0.0979931012856695,12.4376635025764,18.8880250581924,39.9012651543531,34.7733588745419,329.316520456671,1246.29254724715,"(0, -0.1 MPa)","VPD 3-4 kPa",1.51861521694005,38.9387334478584
"3d","fag","fag09",2,2024-08-16 14:00:00,1,356.5,2024-08-16 14:05:00,976,1,13.0276666666667,33.3446038478807,1517.45,41.0833888888889,31.2096944444445,26.9113054711996,42.383,47.204,1476.2,44.3848984854265,-0.0979931012856695,12.2887673424759,18.9364052705924,39.8155427163564,33.7070641225346,335.156830893201,1326.77357757038,"(0, -0.1 MPa)","VPD 3-4 kPa",1.54095237893707,39.6745817942576
"3d","fag","fag09",2,2024-08-17 07:00:00,1,425.5,2024-08-17 06:55:00,977,1,12.9395,37.8458611111111,413.422222222223,57.8233888888889,21.3602222222222,10.809938480062,24.858,64.6765,506.2,11.8774741914475,-0.0979931012856695,2.96496990722533,13.2138063394578,24.1627556990536,10.3893604371329,263.238475163321,652.734649544918,"(0, -0.1 MPa)","VPD 1-2 kPa",4.45664096193929,20.4004840597575
"3d","fag","fag09",2,2024-08-17 13:00:00,1,451,2024-08-17 13:10:00,973,1,12.94,34.7676666666667,1663.7,27.4616666666667,33.7155555555556,38.1519926749632,45.579,40.879,1646.2,58.6383864483492,-0.0979931012856695,16.0313862513264,19.0576896556661,42.2004582831478,42.7032024226572,342.040991891977,1437.85743099104,"(0, -0.1 MPa)",NA,1.18877365668171,40.5452986184616
"3d","fag","fag09",2,2024-08-17 14:00:00,1,456,2024-08-17 14:20:00,972,1,12.94,34.8076666666667,1421.825,27.6985,34.217875,39.1048103800478,45.6,42.137,1353.7,57.4629048038807,-0.0979931012856695,14.9508591685498,18.4182754154659,42.093055766603,40.9467363701104,332.155661860911,1277.97212131864,"(0, -0.1 MPa)",NA,1.23192086874914,41.8379985589774
"3d","fag","fag09",2,2024-08-18 08:00:00,1,526.5,2024-08-18 07:40:00,974,1,13.34,35.3643611111111,794.860714285714,57.6827678571428,25.4001964285714,13.7873347752009,32.3015,55.6655,676.2,21.5371496511028,-0.0979931012856695,4.42409240997459,16.1164747522847,31.0915742745823,18.3192155701814,226.463415222016,458.485950813541,"(0, -0.1 MPa)","VPD 1-2 kPa",3.64288836190411,27.0421245743437
"3d","fag","fag09",2,2024-08-18 21:00:00,1,528,2024-08-18 21:00:00,960.747698565618,0.999871547848426,13.39,35.725,494.713166345536,49.8061939627489,23.0087797045601,15.5340681690382,32.323,50.794,881.2,23.933130729818,-0.0979931012856695,2.85839603060567,13.7220044138256,33.0812391402878,26.0525275203712,101.27021444567,130.780073446351,"(0, -0.1 MPa)",NA,4.80059595203049,24.7055123824407
"3d","ile","ilex01",6,2024-08-26 10:00:00,3,0,2024-08-26 10:20:00,962,1,13.22,37.2188888888889,1352.45,49.9341666666667,24.8896666666667,15.8357676192936,38.629,52.015,1376.2,33.03933466718,-0.0979931012856695,3.26481817323179,6.06512474706783,40.7312196167422,41.2258304809359,71.7154999135206,88.8966464618101,"(0, -0.1 MPa)",NA,1.85772206145988,35.8141292635901
"3d","ile","ilex01",6,2024-08-26 11:00:00,3,1.5,2024-08-26 10:55:00,961.166666666667,1,13.1916666666666,36.9204722222222,1285.575,48.2505,25.8459166666666,17.3300295266265,39.916,51.3555,1511.2,35.9124959078462,-0.0979931012856695,3.4927672410607,5.84399203607571,42.3317761018032,45.966684699127,68.5097875667287,84.0549818379609,"(0, -0.1 MPa)",NA,1.67316961959967,37.8853330650101
"3d","ile","ilex01",6,2024-08-26 12:00:00,3,4,2024-08-26 11:56:40,960,1,13.14,36.2218888888889,1250.92222222222,47.4861111111111,26.7615555555556,18.5483156170047,40.488,53.545,1567.86666666667,35.3230637706992,-0.0979931012856695,3.82234108795018,5.7555233939561,42.6925490124508,44.6841482641005,76.7813392870142,96.9029586425252,"(0, -0.1 MPa)",NA,1.50575871214116,40.721911617866
"3d","ile","ilex01",6,2024-08-26 13:00:00,3,6.5,2024-08-26 12:55:00,958.805555555555,1,13.11,35.5814166666667,1235.08888888889,48.3093611111111,27.9705833333334,19.5993655153081,41.9535,52.149,1534.95,39.3383214896609,-0.0979931012856695,3.79177529525733,5.43890331890992,44.1077534590482,49.1044162427773,68.8457657280208,84.5317723039682,"(0, -0.1 MPa)",NA,1.4343949457429,42.8538207479182
"3d","ile","ilex01",6,2024-08-26 14:00:00,3,9,2024-08-26 13:56:40,957.666666666667,1,13.0776666666667,36.4683148148148,1094.95,45.8480277777778,28.93325,21.7131644294567,43.9485,49.4465,1369.53333333333,46.1324109714707,-0.0979931012856695,4.1059355556677,5.48306164138479,45.1179304960628,51.7778641993672,70.3165448528991,86.765965029457,"(0, -0.1 MPa)","VPD 5-9 kPa",1.3353988554,45.0917952435507
"3d","ile","ilex01",6,2024-08-26 15:00:00,3,11.5,2024-08-26 14:55:00,956.958333333333,1,13.025,36.1763333333333,325.991666666667,44.9872916666666,29.2392083333334,22.4458132622257,39.3585,52.1855,758.075,35.5182078260738,-0.0979931012856695,2.50270967790826,5.25139017199977,39.7575066021883,37.4466878876591,57.2087262925493,67.921556590884,"(0, -0.1 MPa)","VPD 3-4 kPa",2.0982818016626,37.3672512407588
"3d","ile","ilex01",6,2024-08-27 08:00:00,3,54,2024-08-27 07:56:40,956.875,1,13.3648888888889,36.5979814814815,755.505555555556,66.5106111111111,23.4645555555555,9.80297819458427,35.0253333333333,61.083,737.866666666667,22.3175112218086,-0.0979931012856695,2.13365303652102,6.81538823063588,35.733297382855,24.5623434258404,78.1836365137816,99.1825657995392,"(0, -0.1 MPa)",NA,3.19423454234554,34.5498292790251
"3d","ile","ilex01",6,2024-08-27 09:00:00,3,56.5,2024-08-27 09:00:00,956,1,13.2518333333333,35.2546666666667,1029.53333333333,58.911,26.1835833333334,14.0379582232672,39.444,55.2135,1009.95,32.2612218592743,-0.0979931012856695,2.88319070247509,6.38399731307667,40.4599618256078,36.2479442773922,71.4144904074523,88.4359082146487,"(0, -0.1 MPa)","VPD 3-4 kPa",2.21421264559306,39.7168637441092
"3d","ile","ilex01",6,2024-08-27 10:00:00,3,59,2024-08-27 09:56:40,955.351851851852,1,13.163,35.6113888888889,1322.91296296296,54.3399814814815,27.839962962963,17.1936177757807,42.9333333333333,51.909,1116.2,41.6213797103895,-0.0979931012856695,3.79133472249487,5.33239097632251,43.431741923186,43.9927573179472,76.9527647618897,97.1831625572765,"(0, -0.1 MPa)",NA,1.40646800312412,44.9030888260879
"3d","ile","ilex01",6,2024-08-27 11:00:00,3,61.5,2024-08-27 11:00:00,954.25,1,13.085,34.8038888888889,1330.99166666666,48.9191666666667,29.8592083333333,21.6050902137606,45.04275,51.08675,1524.325,47.2183418521233,-0.0979931012856695,4.52218909912059,4.29578864327356,46.3685058223715,53.979447668987,73.5148871315205,91.6896595505773,"(0, -0.1 MPa)","VPD 5-9 kPa",0.949935650437293,49.2944805875414
"3d","ile","ilex01",6,2024-08-27 12:00:00,3,64,2024-08-27 11:56:40,953.166666666667,1,13.0148888888889,35.1585185185185,1274.18611111111,45.2878611111111,31.6969722222222,25.7138770922201,45.9646666666667,51.3146666666667,1595.36666666667,49.2687768716685,-0.0979931012856695,4.64511570092317,4.06516588339506,47.4575530169308,57.2195785371156,70.8114423869169,87.5585521228045,"(0, -0.1 MPa)","VPD 5-9 kPa",0.875148466718956,51.9096336601449
"3d","ile","ilex01",6,2024-08-27 13:00:00,3,66.5,2024-08-27 13:00:00,952.1875,1,12.9456666666667,35.5058055555555,1258.49166666666,41.6510416666667,33.1695416666667,29.7828930472292,47.8525,49.33475,1578.7,56.4183885185469,-0.0979931012856695,4.84017205796009,3.45661496223011,49.1352016431012,63.818304296013,65.6984234936794,79.867718973696,"(0, -0.1 MPa)","VPD 5-9 kPa",0.714151257607755,54.9227842322922
"3d","ile","ilex01",6,2024-08-27 14:00:00,3,69,2024-08-27 13:56:40,951.52380952381,1,12.9326666666667,34.1300925925926,759.900396825398,39.5089722222222,33.3513174603175,31.1894790535946,43.391,50.4026666666667,912.866666666667,45.7022017064544,-0.0979931012856695,2.5910618723224,4.4471398863252,44.4642647811692,50.7732177579516,43.980379642168,50.0768828575571,"(0, -0.1 MPa)","VPD 5-9 kPa",1.71633874660785,44.6523786004484
"3d","ile","ilex01",6,2024-08-27 15:00:00,3,71.5,2024-08-27 15:00:00,950.805555555555,1,12.9341666666667,36.0006388888889,330.158333333334,33.5366666666666,34.25525,36.0313015803162,41.6965,48.84,823.7,42.9032149339285,-0.0979931012856695,2.30665414761286,4.19208114424468,42.6711508092232,47.7651385521938,39.3238842726767,44.3527504644804,"(0, -0.1 MPa)",NA,1.81738608216713,39.595573526565
"3d","ile","ilex01",6,2024-08-28 08:00:00,3,114,2024-08-28 08:00:00,954,1,13.3566666666667,34.9465,525.658333333333,73.5007333333333,25.3578666666667,8.6579775345823,33.2448333333333,69.65,583.283333333333,15.992766995055,-0.0979931012856695,1.33841091552938,5.46075523405648,34.2698566255555,19.0970465329307,58.6403604961871,71.2540347369409,"(0, -0.1 MPa)","VPD 1-2 kPa",4.08002891391287,35.6786849020293
"3d","ile","ilex01",6,2024-08-28 09:00:00,3,116.5,2024-08-28 09:00:00,954,1,13.2655,36.3534166666666,1015.15833333334,65.62875,27.9907083333334,13.064147217797,40.495,57.9855,991.825,31.9743877489102,-0.0979931012856695,2.79464087310074,6.02527542021561,41.541190676948,36.3038448712341,68.7063830704303,84.3478578634596,"(0, -0.1 MPa)","VPD 3-4 kPa",2.15601062670009,44.1153923460696
"3d","ile","ilex01",6,2024-08-28 10:00:00,3,119,2024-08-28 10:00:00,953.305555555556,1,13.1705555555555,36.4027592592593,1250.99166666667,59.4306666666667,29.9769722222222,17.3381972687959,43.1695,56.1863333333333,1133.7,38.4288977299065,-0.0979931012856695,3.74221194219899,5.20983683960848,43.7706188464822,41.2658005434531,80.1220321617408,102.188003027335,"(0, -0.1 MPa)",NA,1.39218112711892,49.2054529627166
