"Option","Sp","IDplant","Chamber","Timehour","round","Cycle","Time10MIN","Pr","Status","BattV","Flow_mean","PAR_ext","HR_ext","T_ext","VPD_ext","Tc","HRc","PARc","VPDc","WP","E","A","Tleaf","VPDleaf","gtotal","gs","WPgroup","VPDgroup","WUE","vpc"
"3d","ile","ilex05",5,2024-09-20 12:00:00,5,250,2024-09-20 12:00:00,918.527777777778,0,12.0372222222222,34.5905136646383,998.83888888889,52.2191666666667,24.8776666666667,15.160980358741,33.624,65.6896666666667,972.866666666667,18.9380463674702,-74.0683300067531,2.83067623568623,8.80654043685113,34.3528589997827,21.1873503502685,122.066880982749,168.226865648858,"(0, -0.1 MPa)",NA,3.11110833723313,34.3714181286107
"3d","ile","ilex05",5,2024-09-20 13:00:00,5,252.5,2024-09-20 13:00:00,918.25,0,12.0383333333333,32.5959745367445,771.408333333335,48.6526666666666,25.80475,17.1952807570817,33.374,63.138,571.2,19.6237692661466,-75.4741880763441,2.55789855478471,5.828795682551,32.9594722895878,18.7627979864007,118.651426526698,160.577717508058,"(0, -0.1 MPa)","VPD 1-2 kPa",2.27874388202295,32.5776556402542
"3d","ile","ilex05",5,2024-09-22 10:00:00,5,364.5,2024-09-22 09:50:00,924.340277777778,0,12.0376666666666,35.5514161672398,886.304166666667,75.4409583333333,21.7215833333333,6.42592950816285,35.4975,68.9375,1036.825,18.0634656052249,-90.7707635870933,2.80543839685426,10.1220528053887,36.4483834655649,21.1560443121631,115.940974791194,155.702401739382,"(0, -0.1 MPa)",NA,3.60801107475344,40.0220758901133
"3d","ile","ilex05",5,2024-09-22 11:00:00,5,367,2024-09-22 10:53:20,924,0,12.0398888888889,35.825925426499,1031.13055555556,70.01825,22.6615277777778,8.29916589657757,36.9846666666667,63.6223333333333,985.783333333333,22.8709963396841,-91.7269500969817,3.1786931903502,9.54545130404066,37.4605265694225,24.5378546649931,114.064865867078,155.092124548266,"(0, -0.1 MPa)",NA,3.00294829743824,40.0725981727353
"3d","ile","ilex05",5,2024-09-22 12:00:00,5,369.5,2024-09-22 11:50:00,922.791666666667,0,12.0356666666666,33.8928606116842,1054.6375,63.110375,24.12925,11.1427396909553,36.92375,65.0915,1349.95,21.9433098603683,-92.2881309720374,3.30296034665079,8.24085456455505,38.5084457679605,27.54593994131,104.076531205061,135.061345504758,"(0, -0.1 MPa)",NA,2.49499046299823,40.8620337995244
"3d","ile","ilex05",5,2024-09-22 13:00:00,5,372,2024-09-22 12:53:20,920.513888888889,0,12.0341111111111,33.9577957968694,837.658333333333,62.0765833333333,24.4357222222222,11.6749006318638,36.0693333333333,66.9593333333333,956.616666666667,20.4858250428166,-93.0745871991032,3.27960244513321,8.53403203681052,36.3700708648052,21.7811110408997,145.571716995988,230.174679894275,"(0, -0.1 MPa)",NA,2.60215443169786,40.1153263257723
"3d","ile","ilex05",5,2024-09-23 08:00:00,5,419.5,2024-09-23 07:55:00,924.520833333333,0,12.0381666666666,36.7746799179836,646.720833333333,77.329625,17.0682916666667,4.44531970624876,28.2905,68.4005,650.575,12.2589212944015,-110.027588047723,1.59756013817463,10.1099208151061,29.1162231267668,14.1584578391801,99.7678292698056,128.049208401076,"[-0.1, -0.5)","VPD 1-2 kPa",6.32835069774441,26.4088841159227
"3d","ile","ilex05",5,2024-09-23 09:00:00,5,422,2024-09-23 08:53:20,923.763888888889,0,12.04,36.7815039920577,978.908333333334,68.8463333333333,19.3829166666667,7.10119436316888,32.5373333333333,64.0903333333333,880.783333333333,17.7176993335294,-112.038726083064,2.3819866789753,10.7052653282318,33.4034948221421,20.1404609273873,103.972162214619,135.503616981806,"[-0.1, -0.5)",NA,4.49425910846698,31.5515435072274
"3d","ile","ilex05",5,2024-09-23 10:00:00,5,424.5,2024-09-23 09:55:00,922.166666666667,0,12.0361666666666,35.0171243624281,1050.05416666667,55.9285833333333,21.50625,11.3632819083853,35.2825,62.5155,1067.45,21.5038460180202,-113.500098718545,3.25083497402946,9.45258850701124,35.9311426298619,23.5892006459683,120.590904609247,164.613531234297,"[-0.1, -0.5)",NA,2.90774172867183,35.8659883815958
"3d","ile","ilex05",5,2024-09-23 11:00:00,5,427,2024-09-23 10:53:20,919.791666666667,0,12.0382222222222,34.3985225105762,1099.81111111111,47.2046111111111,22.4606388888889,14.4226503591104,36.4341666666667,61.2335,1244.11666666667,23.6939879142394,-113.988805420853,3.88022523990136,8.41572474871283,37.0902634082058,25.920976951535,130.149349298796,182.429499424854,"[-0.1, -0.5)",NA,2.16887531738409,37.4257409289736
"3d","ile","ilex05",5,2024-09-23 12:00:00,5,429.5,2024-09-23 11:55:00,918.090277777778,0,12.0388333333334,33.5164299179837,1259.325,46.8834166666666,23.1953333333334,15.1663529715036,36.012,59.976,1339.95,23.9050639091701,-114.194674437779,3.5704393700177,8.37473953424686,37.3073242275143,28.298439259517,110.118014567926,145.824114519888,"[-0.1, -0.5)",NA,2.34557673897858,35.81873138106
"3d","ile","ilex05",5,2024-09-23 13:00:00,5,432,2024-09-23 12:53:20,911.240740740741,0,12.0395555555556,33.269837325391,1117.58888888889,44.4540555555555,23.6731666666667,16.3290020571443,35.3683333333333,62.6456666666667,957.033333333333,21.5841016671812,-115.594308806589,3.65972674270956,2.74694223703407,35.2775814392902,21.3812864134722,149.757600868934,228.080498383719,"[-0.1, -0.5)",NA,0.750586705006373,36.1112657000017
"3d","ile","ilex05",5,2024-09-24 08:00:00,5,479.5,2024-09-24 07:55:00,921.854166666667,0,12.0388333333334,35.4634854735392,615.366666666667,78.9959375,16.8294166666666,4.18643963420389,27.0245,73.1625,645.575,10.6752554594224,-138.13310017661,1.42116550387692,8.9990667833073,28.0156770350805,12.909982467618,112.328424306646,153.849587563607,"[-0.1, -0.5)","VPD 1-2 kPa",6.33217366925806,26.2338642192114
"3d","ile","ilex05",5,2024-09-24 09:00:00,5,482,2024-09-24 08:56:40,920.976851851852,0,12.04,34.9475039920577,961.616666666667,68.2409444444445,19.6886666666666,7.36288598193434,33.7383333333333,62.1733333333333,922.033333333333,19.9617500767454,-141.421350948992,2.19497741096616,10.1515039999138,35.0129422101395,23.7851426280443,80.7522988993041,98.8242579713359,"[-0.1, -0.5)",NA,4.62487857469359,32.7399076024799
"3d","ile","ilex05",5,2024-09-24 10:00:00,5,484.5,2024-09-24 09:55:00,919.833333333333,0,12.0348333333333,34.8364021402059,1098.90833333334,56.9615,21.6956666666667,11.2387613469764,36.0765,60.5615,1081.2,23.6348177684295,-144.393830250025,2.98355518808664,9.10438292027506,37.076784363376,26.9990577732338,96.4356690004323,123.125063975794,"[-0.1, -0.5)",NA,3.0515215393464,36.2966550814418
"3d","ile","ilex05",5,2024-09-24 11:00:00,5,486.5,2024-09-24 10:45:00,916.930555555555,0,12.0393333333333,34.314013251317,1325.36666666667,45.1580833333334,23.0844166666667,15.5790405523917,37.621,57.143,1227.45,27.950250161658,-145.7458640463,3.52692661078138,8.83610009200257,38.6077463038462,31.5236213399346,96.7573942976553,123.004914019878,"[-0.1, -0.5)","VPD 3-4 kPa",2.50532576010845,37.2587094880033
"3d","ile","ilex05",5,2024-09-27 08:00:00,5,489.5,2024-09-27 07:50:00,927.444444444445,1,12.04,33.9154854735392,688.804166666667,48.901125,19.5930416666667,11.7063066845701,31.3785,58.3885,569.95,19.2819319224142,-304.904887679902,1.79841309410654,8.08960256958185,31.7021589759568,20.1403802763907,80.0294531604521,97.2126845015204,"[-0.1, -0.5)",NA,4.49818931817821,26.920841703826
"3d","ile","ilex05",5,2024-09-27 09:00:00,5,492,2024-09-27 08:50:00,926.041666666667,1,12.04,35.1188373253911,1064.88055555555,44.9312777777778,20.5493611111111,13.3813079380769,33.9673333333333,53.2353333333333,1074.11666666667,24.9680283285513,-322.980185646621,2.19908265218753,7.77007942554323,35.9172615597762,31.1600859932819,63.2083066413197,73.6117079391758,"[-0.1, -0.5)","VPD 3-4 kPa",3.53332759813005,28.3935777072619
"3d","ile","ilex05",5,2024-09-27 10:00:00,5,494.5,2024-09-27 09:50:00,926,1,12.0316666666667,35.3722910290947,1073.49166666666,42.2107916666667,21.6965416666667,15.0684366760711,36.184,50.232,1281.825,30.0200437828725,-338.541665848229,2.57799839508857,6.36047292281934,38.540487094146,38.2406486053382,59.1263356741849,68.0009959791302,"[-0.1, -0.5)","VPD 3-4 kPa",2.46721368598867,30.283841471131
"3d","ile","ilex05",5,2024-09-27 11:00:00,5,497,2024-09-27 10:50:00,925.097222222222,1,12.0393333333333,34.4877817698355,1370.87803030303,39.1554545454545,22.6771590909091,16.841876131206,38.093,45.584,1119.11666666667,36.4063985038913,-350.735020020226,2.59684499071357,4.60495689023737,39.8003243450694,42.8323746452562,52.9776315175239,59.9746612182029,"[-0.1, -0.5)",NA,1.77328908991676,30.4914630957656
"3d","ile","ilex05",5,2024-09-27 12:00:00,5,499.5,2024-09-27 11:50:00,925,1,12.039,34.9644854735392,1176.61666666667,33.1435,23.4365,19.3723279589509,36.141,42.735,1649.95,34.7121335987561,-362.453596143159,2.11745152778969,4.66058069196959,40.9129137129615,52.077367163668,35.2876767150777,38.3568270879251,"[-0.1, -0.5)","VPD 5-9 kPa",2.20103300160763,25.7033801753979
"3d","ile","ilex05",5,2024-09-27 13:00:00,5,502,2024-09-27 12:50:00,924.25,1,12.04,35.1535965846503,748.838888888889,34.2645,23.007,18.5619035575718,31.0786666666667,43.7443333333333,802.866666666667,25.8611003385145,-375.592630199215,1.22775513669964,4.62066775881502,33.2325977021771,32.8859518237995,34.2982084061875,37.231862566738,"[-0.1, -0.5)","VPD 3-4 kPa",3.76350920529313,19.827941164121
"3d","ile","ilex05",5,2024-09-28 08:00:00,5,549.5,2024-09-28 07:50:00,933.125,1,12.04,35.3983743624281,728.283333333333,63.7365,14.6375416666667,6.07635925602237,24.933,63.0585,578.075,11.7485094643876,-523.299525236408,1.07466418838858,8.54010016595665,26.1598899967768,14.1433674638616,68.438028751982,80.6460120320672,"[-0.5 -1.5)","VPD 1-2 kPa",7.94676165655264,19.979308366549
"3d","ile","ilex05",5,2024-09-28 09:00:00,5,552,2024-09-28 08:53:20,932.421296296296,1,12.039,34.9939854735392,1149.81111111111,56.9368611111111,16.1609444444444,7.96555451731271,28.39,57.566,1079.53333333333,16.5273591839369,-542.117226337444,1.43270761609235,8.12174623256681,31.4047127638242,23.959927806707,54.0374150885425,61.3534528511269,"[-0.5 -1.5)",NA,5.66880928204913,22.3546605514534
"3d","ile","ilex05",5,2024-09-28 10:00:00,5,554.5,2024-09-28 09:50:00,932,1,12.0396666666666,33.2013188068725,1203.28333333334,51.8265,17.4778333333334,9.66033937802462,30.006,54.5665,1316.2,19.3701473598376,-558.538338362067,1.55223103662801,6.29688264507489,33.9616018541552,30.0588514740509,46.1592149589096,51.3800113686727,"[-0.5 -1.5)","VPD 3-4 kPa",4.05666585481625,23.2622813229135
"3d","ile","ilex05",5,2024-09-28 11:00:00,5,557,2024-09-28 10:53:20,931.481481481481,1,12.0398888888889,34.6869299179837,1528.83888888889,50.2434444444444,18.366,10.5589480399885,31.107,52.088,1161.2,21.7614714628888,-572.978151107874,1.70257156932822,5.19295439015291,34.1257106241043,30.1682146387994,50.4027502945,56.6926323454689,"[-0.5 -1.5)","VPD 3-4 kPa",3.05006525640615,23.6479776902137
"3d","ile","ilex05",5,2024-09-28 12:00:00,5,559.5,2024-09-28 11:50:00,930.666666666667,1,12.039,35.3061243624281,1589.11666666667,46.9298333333333,19.701,12.234586130482,31.7865,49.9145,1339.95,23.6334419459916,-583.038401541283,1.71053316908315,4.55325204850884,35.6429006579619,34.9908310383906,43.6429990723293,48.303461967691,"[-0.5 -1.5)","VPD 3-4 kPa",2.66189053261644,23.5525848377489
"3d","ile","ilex05",5,2024-09-28 13:00:00,5,562,2024-09-28 12:53:20,930,1,12.0307777777778,35.9862076957614,1416.2,44.0868888888889,20.0174444444445,13.1431656084957,32.294,46.8053333333333,1444.53333333333,25.8741907510412,-596.505257085495,1.66616056012612,4.57429132973296,36.7359327612247,39.4388887383544,37.5331025291716,40.9153176557813,"[-0.5 -1.5)","VPD 3-4 kPa",2.7454084793525,22.7282640038661
"3d","ile","ilex05",5,2024-09-28 14:00:00,5,564.5,2024-09-28 13:50:00,929.534722222222,1,12.0311666666666,36.031763251317,1045.99166666667,42.5364166666667,20.4340833333333,13.8609606112976,34.446,39.402,974.95,33.2088882415606,-609.749328668476,1.5236512744563,3.71501009352838,36.972364086118,41.3915339594366,32.8354717876103,35.4213453715374,"[-0.5 -1.5)",NA,2.43822858669157,21.5825322603056
"3d","ile","ilex05",5,2024-09-28 15:00:00,5,567,2024-09-28 14:53:20,929.356481481482,1,12.0315555555556,36.008263251317,124.533333333333,43.1164444444445,19.9482777777778,13.3128129588217,27.704,43.362,527.866666666667,22.217288342393,-627.383831790272,0.726555869934359,3.97213874835098,29.2490222636542,26.6206214092785,22.8070812580808,24.0445499638629,"[-0.5 -1.5)",NA,5.46707956362646,16.1792841976166
"3d","ile","ilex05",5,2024-09-29 08:00:00,5,609.5,2024-09-29 07:55:00,929.923611111112,1,12.0308333333333,38.1272582601411,704.741666666667,69.9700833333333,12.8020833333333,4.48650607937716,25.673,58.205,609.95,14.0648636269829,-790.872666860405,0.925677859294399,7.42151758420196,27.2930706129363,17.3794053428927,48.3093114336421,54.0640433067407,"[-0.5 -1.5)","VPD 1-2 kPa",8.01738694480501,19.2711381858849
"3d","ile","ilex05",5,2024-09-29 09:00:00,5,612,2024-09-29 08:53:20,930.421296296296,1,12.0373333333333,37.6883743624281,1078.7,60.7547222222222,15.6467777777778,7.0402182553,33.009,46.113,1087.86666666667,27.5037960708571,-805.253381691484,1.34131455116677,4.6072673863011,36.3050760963209,37.8716207145812,32.8398212419029,35.536272723156,"[-0.5 -1.5)","VPD 3-4 kPa",3.43488958819793,23.3113778253301
"3d","ile","ilex05",5,2024-09-29 10:00:00,5,614.5,2024-09-29 09:55:00,929.784722222223,1,12.04,34.5910508565609,1015.15833333333,53.6388333333334,18.2299166666667,9.75592356783285,36.377,36.5445,1289.95,38.6705688116522,-809.180680575698,1.04403664765309,1.77041974767174,41.1731291035621,56.6122242705867,16.2613535795216,16.8694569319782,"[-0.5 -1.5)","VPD 5-9 kPa",1.69574483007997,22.2661156944028
"3d","ile","ilex05",5,2024-09-29 11:00:00,5,617,2024-09-29 10:53:20,926.421296296296,1,12.0371111111111,33.9111753344023,1368.56111111111,47.897,20.3617777777778,12.5525814282885,38.2856666666667,29.5726666666667,1371.2,47.6470562297678,-798.86607273848,0.735198053197014,0.418234766193358,44.01543666081,71.5995994873757,8.96605793936843,9.14749710210717,"[-0.5 -1.5)","VPD 5-9 kPa",0.568873604023653,19.9883383351973
"3d","ile","ilex05",5,2024-09-29 12:00:00,5,619.5,2024-09-29 11:55:00,925.340277777777,1,12.04,35.8439576957614,1446.2,41.8535,22.77875,16.1869089673427,39.2725,28.2295,1473.7,51.161610989815,-779.116019187118,0.84938220537641,0.320043215666536,45.3168527376744,77.7483279638509,9.46385738259903,9.66513107103023,"[-0.5 -1.5)","VPD 5-9 kPa",0.376795291496255,20.1207074613762
"3d","ile","ilex05",5,2024-09-29 15:00:00,5,627,2024-09-29 14:53:20,922.416666666667,1,12.0328888888889,36.6815410290948,128.561111111111,37.7315555555555,23.6064444444444,18.2252010510963,36.77,28.2661666666667,527.45,47.3832935434336,-764.534720203856,0.696021273595178,1.09124716409937,38.3974047779233,54.7046549421859,11.2344424794565,11.5230925313254,"[-0.5 -1.5)","VPD 5-9 kPa",1.56783593475918,17.5962327436951
"3d","ile","ilex05",5,2024-09-30 08:00:00,5,669.5,2024-09-30 07:55:00,928.666666666667,1,12.0351666666666,35.7916639900131,694.325,69.669,14.8164166666667,5.16055412532521,28.204,57.8385,574.95,16.4569903391321,-904.168645715647,1.05531427898755,7.23579961982992,29.4811236224346,19.3842441733966,48.973286286044,54.8915283350903,"[-0.5 -1.5)","VPD 1-2 kPa",6.85653531265756,22.2189289154209
"3d","ile","ilex05",5,2024-09-30 09:00:00,5,672,2024-09-30 08:56:40,928.490740740741,1,12.0395555555556,34.538311412419,867.033333333333,59.9852222222222,18.3385555555555,8.54182094064105,35.44,46.4063333333333,1050.36666666667,31.3939522132333,-918.536234708151,1.43824825813043,4.47140291774375,38.4240619020661,41.9233005088364,32.3306169877951,35.0960854331544,"[-0.5 -1.5)",NA,3.10892288064099,26.8562320243066
"3d","ile","ilex05",5,2024-09-30 10:00:00,5,674.5,2024-09-30 09:55:00,926.902777777777,1,12.0368333333333,35.1133328339064,1025.575,56.0513333333333,20.62325,10.7406055519753,38.586,37.094,1244.95,43.2725133531926,-918.853237858586,1.14632488820751,1.77237918214334,42.994649122797,61.3956068063804,16.3982450108571,17.0220261317351,"[-0.5 -1.5)","VPD 5-9 kPa",1.54614036594353,25.4814222439866
"3d","ile","ilex05",5,2024-09-30 11:00:00,5,677,2024-09-30 10:56:40,926.074074074074,1,12.039,32.1919439450175,1562.98240740741,48.0213148148148,22.6768703703704,14.465464481075,40.6456666666667,31.2413333333333,1390.78333333333,52.8187977848818,-904.002986991714,0.948024511722516,0.615488330593193,46.1043475338381,78.0738392651114,10.5617240103921,10.8161247755183,"[-0.5 -1.5)","VPD 5-9 kPa",0.649232507158364,23.9593222311025
"3d","ile","ilex05",5,2024-09-30 12:00:00,5,679.5,2024-09-30 11:55:00,924.875,1,12.0353333333333,33.5959717227954,1598.28333333334,39.6630416666667,24.4902083333333,18.6459585111492,41.525,28.99875,1451.825,57.0492965802414,-887.771246214365,1.05804501182399,0.235961326233026,47.1077571326218,83.921145389734,10.8354330255453,11.1001918467393,"[-0.5 -1.5)","VPD 5-9 kPa",0.223016340133059,23.2983584999568
"3d","ile","ilex05",5,2024-10-01 08:00:00,5.5,364.5,2024-10-01 08:05:00,924.013888888889,1,12.0335,34.063426241053,663.144444444445,76.7668611111112,17.9454166666666,4.86470866445095,29.363,65.299,549.325,14.8989926130877,-1141.68419487815,1.21458478960357,9.1626067555593,30.2839263752819,17.2981756885448,70.816379451881,85.7997579963876,"[-0.5 -1.5)","VPD 1-2 kPa",7.54381812944482,26.826692804724
"3d","ile","ilex05",5,2024-10-01 09:00:00,6,2,2024-10-01 08:56:40,924.777777777778,0.722222222222222,12.0303333333333,32.9034022323026,994.116666666667,69.4483055555555,20.8533055555556,7.57378164026493,37.2703333333333,46.17,840.783333333333,34.5803046777657,-1152.91455533278,1.12718740837434,3.13676364570736,39.7294692375593,43.6640357423516,22.8702159093598,24.1777880287121,"[-0.5 -1.5)",NA,2.78282353262914,29.5360487917467
"3d","ile","ilex05",5,2024-10-01 10:00:00,6,4.5,2024-10-01 10:00:00,923.3125,1,12.0338333333333,33.2084161672397,670.2625,71.5499166666667,20.9325416666667,7.08430589029214,31.1,56.044,688.075,20.1145452590301,-1134.08804340579,0.709872402263209,3.59983564220262,33.441329874681,26.6641050342907,21.9332273363898,23.2675298170341,"[-0.5 -1.5)",NA,5.07110239914337,25.4338670511323
"3d","ile","ilex05",5,2024-10-01 11:00:00,6,7,2024-10-01 10:56:40,922.253086419753,0.902777777777778,12.0381111111111,32.9735180190916,1304.88055555556,62.3896388888889,23.9324722222222,11.3075161450169,40.2095,39.1126666666667,1171.61666666667,46.0139395703005,-1113.89549837295,0.954089031735999,1.34400064807045,44.5625190797243,65.7680315393574,12.8085290503876,13.2188065429944,"[-0.5 -1.5)","VPD 5-9 kPa",1.40867424670525,29.3085535082049
"3d","ile","ilex05",5,2024-10-01 12:00:00,6,9.5,2024-10-01 12:00:00,920,1,12.0366666666667,35.2748188068726,784.324999999998,55.50875,24.7180833333334,13.9673293064139,35.8835,39.8045,642.45,37.0820074293703,-1092.9453576924,0.433346985607603,1.80057746013161,38.474285014769,46.7097349490665,8.55497364252503,8.72376846813673,"[-0.5 -1.5)",NA,4.15504784833564,23.6047856388155
"3d","ile","ilex05",5,2024-10-01 13:00:00,6,12,2024-10-01 13:00:00,918.722222222222,1,12.0303333333333,35.7502447327985,683.977777777778,52.1391111111111,25.0958333333333,15.3714164001925,33.8813333333333,45.7956666666667,634.533333333333,29.2976048655177,-1076.86767469025,0.753429297780554,3.22391447709452,35.9514803753235,35.6446146395268,17.6442058970828,18.4216816400233,"[-0.5 -1.5)","VPD 3-4 kPa",4.27898740676996,24.3087447951056
"3d","ile","ilex05",5,2024-10-01 15:00:00,6,16.5,2024-10-01 14:50:00,916.777777777778,1,12.0315,35.4295965846503,147.033333333334,41.9435833333334,26.7646666666666,20.5015681041215,42.8335,25.629,714.95,64.8903690933444,-1081.17403183026,0.751387245801976,0.0546741784998385,45.3065502648647,77.3246408979943,7.52745546069739,7.67952348658221,"[-0.5 -1.5)","VPD 5-9 kPa",0.0727643153451231,22.0547089574262
"3d","ile","ilex05",5,2024-10-02 10:00:00,6,64.5,2024-10-02 10:00:00,918.486111111112,0,12.039,32.9990965846503,831.2,64.0303333333333,24.0103333333333,10.8127837402024,36.8055,48.242,937.45,34.0701422647963,-1341.68153475393,0.799208812145815,2.8667630454472,40.2429720788004,46.9454910822939,16.2611379063111,16.9226448866844,"[-0.5 -1.5)",NA,3.58700129663255,30.0898193299605
"3d","ile","ilex05",5,2024-10-02 11:00:00,6,67,2024-10-02 11:00:00,917.592592592593,0,12.0316666666667,32.9330225105763,625.644444444444,65.2247777777778,23.9923888888889,10.4193598280485,32.337,51.38,606.2,23.7549176584996,-1326.88927153107,0.281928626623757,3.10936298109174,34.9910980547793,31.5508239679379,7.76429671577718,7.90182075855083,"[-0.5 -1.5)","VPD 3-4 kPa",11.0289012447157,25.0102774393631
"3d","ile","ilex05",5,2024-10-04 08:00:00,6,146,2024-10-04 07:53:20,921.986111111111,0,12.0341111111111,33.4942076957614,669.811111111111,72.1199444444444,13.8153888888889,4.47831916223299,27.2033333333333,50.8993333333333,518.7,18.1723386368462,-2350.153346948,0.762707114120398,3.36467404669279,28.6607521409387,21.5020285737568,32.8545399768987,35.4770302741427,"[-1.5 -3.5)",NA,4.41148900331571,18.4434111149251
"3d","ile","ilex05",5,2024-10-04 09:00:00,6,148.5,2024-10-04 08:55:00,921.222222222222,0,12.0386666666666,32.6186869315005,1017.03333333333,59.547,16.06025,7.41949614408367,32.43,37.7535,937.45,30.4744462627328,-2350.16009668871,0.703536727056749,1.71686008501618,36.063161981528,41.4579911224863,15.1639394013835,15.70764090223,"[-1.5 -3.5)",NA,2.44032758914901,18.4739153536481
"3d","ile","ilex05",5,2024-10-04 10:00:00,6,151,2024-10-04 09:53:20,919.976851851852,0,12.0395555555555,32.4673068399981,985.783333333333,55.7208888888889,17.3066111111111,8.79077471999937,34.01,32.0796666666667,1196.2,36.3388111858277,-2270.45940829584,0.60258923945986,0.754819644125556,39.1112464469647,53.5728919399889,9.91623783043899,10.1401417896163,"[-1.5 -3.5)","VPD 5-9 kPa",1.25262715411604,17.1507226265172
"3d","ile","ilex05",5,2024-10-04 11:00:00,6,153.5,2024-10-04 10:55:00,918.270833333333,0,12.038,32.5390688068725,1367.1375,52.2117916666667,18.4865833333333,10.2146561420573,34.6605,29.902,1366.825,38.88180022094,-2164.47979697463,0.570612474128976,0.433856716367335,40.675443905974,60.290113384281,8.28515928419276,8.44032834453547,"[-1.5 -3.5)","VPD 5-9 kPa",0.760335141690699,16.5749860382256
"3d","ile","ilex05",5,2024-10-04 12:00:00,6,156,2024-10-04 11:53:20,916.055555555555,0,12.0358888888889,33.7963558439096,1415.78333333333,49.2686666666667,19.7178055555555,11.7068810651777,35.5546666666667,28.6525,1418.28333333333,41.5714365791256,-2087.88286661187,0.581949191764332,0.369754562009237,41.8048340391492,64.8764406653618,7.78056184355939,7.91615766161915,"[-1.5 -3.5)","VPD 5-9 kPa",0.635372584483241,16.686847736201
"3d","ile","ilex05",5,2024-10-04 13:00:00,6,158.5,2024-10-04 12:55:00,914.1875,0,12.0306666666667,32.6621591537228,1324.84583333334,47.0947916666667,20.6055,12.9010117421653,36.6985,27.2285,1364.95,45.2699025697748,-2029.30133688165,0.601103773306147,0.325845293655394,42.641457292298,68.4631224933911,7.62115431951173,7.75202152387783,"[-1.5 -3.5)","VPD 5-9 kPa",0.542078270218142,16.8842197274437
"3d","ile","ilex05",5,2024-10-04 14:00:00,6,161,2024-10-04 13:53:20,914.564393939394,0,12.0325555555556,32.5187123714394,809.949999999999,44.8059545454545,20.6861565656566,13.5271196041224,35.1323333333333,27.5131666666667,886.616666666667,41.8902369809052,-2023.78175053231,0.535067427918758,0.557433823047438,38.7969359005283,54.776946209835,8.7972016650739,8.97712990964735,"[-1.5 -3.5)","VPD 5-9 kPa",1.04180107769908,15.6543314885184
"3d","ile","ilex05",5,2024-10-04 15:00:00,6,163.5,2024-10-04 14:55:00,915.111111111111,0,12.03,35.5673743624281,227.658333333333,44.3993333333334,20.734,13.6623826195694,33.438,28.498,667.45,38.0891426615989,-1997.77834529274,0.519678739967915,0.690801539043869,36.0263578199709,47.3503549872434,9.86150774500184,10.0816234387948,"[-1.5 -3.5)",NA,1.32928574119949,14.7570223469536
"3d","ile","ilex05",5,2024-10-05 08:00:00,6,206,2024-10-05 07:56:40,922.703703703704,0,12.0308888888889,36.025800288354,690.741666666667,74.8571,11.2908888888889,3.43837299884269,26.0233333333333,47.3421666666667,504.95,18.228551311716,-2865.82211892719,0.72996896520017,3.03924707144231,27.4720216028787,21.4521009855746,32.5060737846789,35.1562173925358,"[-1.5 -3.5)",NA,4.16352915854292,16.0031361067949
"3d","ile","ilex05",5,2024-10-05 09:00:00,6,208.5,2024-10-05 08:55:00,922.4375,0,12.035,34.2937910290948,1015.05416666666,62.4265,14.802875,6.37496003476312,32.43,36.7155,991.2,31.1573925569498,-2874.46434521452,0.6782204628623,1.24190439732166,36.372483039737,43.2490486444942,14.2476747778843,14.7298568949839,"[-1.5 -3.5)",NA,1.83112198072061,17.9659909456571
"3d","ile","ilex05",5,2024-10-05 10:00:00,6,211,2024-10-05 09:56:40,920.763888888889,0,12.0393333333333,33.7211706587244,808.144444444444,61.9050277777778,16.3241944444444,7.15923990411392,32.4513333333333,33.5488333333333,891.2,33.3230088765224,-2751.91060461058,0.416691929740338,0.487795972637645,36.3290439619839,46.15152464374,7.91561501066572,8.05622682115346,"[-1.5 -3.5)",NA,1.17063935685439,16.4361965416075
"3d","ile","ilex05",5,2024-10-05 11:00:00,6,213.5,2024-10-05 10:55:00,918.479166666667,0,12.04,34.8030784794532,909.325,51.8801666666667,18.5991666666667,10.3628358831736,31.5505,33.492,651.2,31.0575491246764,-2590.37116894354,0.36595819591976,0.691985617279372,34.3029882415074,38.8090431356103,8.27286941482408,8.45583866589064,"[-1.5 -3.5)","VPD 3-4 kPa",1.89088706031084,15.5934823502457
"3d","ile","ilex05",5,2024-10-05 12:00:00,6,216,2024-10-05 11:56:40,915.863756613757,0,12.0331111111111,34.5811938529209,1029.39444444445,48.7960793650793,20.3897301587301,12.3276918760275,34.854,29.5643333333333,927.033333333333,39.7412481488764,-2462.17041605557,0.453975178632977,0.406503837650614,38.8538843286292,53.5733566979998,7.63152914204953,7.76830125047885,"[-1.5 -3.5)","VPD 5-9 kPa",0.895431857914986,16.5644406552779
"3d","ile","ilex05",5,2024-10-05 13:00:00,6,218.5,2024-10-05 12:55:00,913.083333333333,0,12.037,36.0803465846503,867.866666666667,47.5333333333333,21.1988333333334,13.2776728154383,34.961,28.852,594.95,40.3876923394009,-2379.41029674485,0.464648456157771,0.437958629365828,37.2847394969018,47.919172835809,8.53495276436258,8.70047691260957,"[-1.5 -3.5)",NA,0.942559097230959,16.2613371694469
